xid,wse_sB_0020_1218,wse_sB_0100_1218,wse_sB_0200_1218,wse_sB_0500_1218
316,279.5199890136719,280.07000732421875,299.0880126953125,299.1700134277344
319,279.5199890136719,280.07000732421875,297.4799499511719,297.59088134765625
320,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
321,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
322,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
323,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
324,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
325,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
327,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
328,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
329,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
330,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
335,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
344,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
345,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
354,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
355,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
357,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
358,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
359,298.8479919433594,298.9840087890625,299.0880126953125,299.1700134277344
360,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
362,298.8479919433594,298.9840087890625,299.0880126953125,299.1700134277344
363,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
366,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
371,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
376,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
380,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
382,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
384,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
391,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
393,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
396,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
404,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
405,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
408,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
411,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
412,319.2715759277344,319.582275390625,319.80889892578125,319.6893005371094
414,279.5199890136719,319.6013488769531,319.8165283203125,319.7058410644531
415,279.5199890136719,280.07000732421875,280.3599853515625,280.67999267578125
420,328.7900085449219,329.0299987792969,329.2099914550781,329.25
421,328.7900085449219,329.0299987792969,329.2099914550781,329.25
422,328.7900085449219,329.0299987792969,329.2099914550781,329.25
434,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
436,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
437,328.7900085449219,329.0299987792969,329.2099914550781,329.25
438,328.7900085449219,329.0299987792969,329.2099914550781,329.25
439,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
440,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
443,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
444,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
445,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
446,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3026,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3099,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3895,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3597,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3870,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3235,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3595,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3276,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3441,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2915,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
454,339.3699951171875,339.7200012207031,340.0299987792969,340.0199890136719
3243,339.3699951171875,339.7200012207031,340.0299987792969,340.0199890136719
3896,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3813,339.3699951171875,339.7200012207031,340.0299987792969,340.0199890136719
3377,339.3699951171875,339.7200012207031,340.0299987792969,340.0282287597656
460,339.3699951171875,339.7200012207031,340.0299987792969,340.0199890136719
3620,339.3699951171875,339.7437744140625,340.0299987792969,340.0437927246094
3297,339.3699951171875,339.78076171875,340.040771484375,340.0807800292969
3298,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2963,339.3699951171875,339.7200012207031,340.0397033691406,340.0797119140625
2969,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2968,339.3699951171875,339.7200012207031,340.03729248046875,340.0773010253906
3106,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3491,339.3699951171875,339.78497314453125,340.04498291015625,340.0849914550781
3642,339.3699951171875,339.7200012207031,340.0549621582031,340.094970703125
3880,339.3699951171875,339.79766845703125,340.05767822265625,340.0976867675781
2967,339.3699951171875,339.7920837402344,340.0520935058594,340.09210205078125
3075,339.40386962890625,339.75384521484375,340.0299987792969,340.0538635253906
461,339.4201354980469,339.7701110839844,340.0301208496094,340.07012939453125
462,339.4250793457031,339.7750549316406,340.0350646972656,340.0750732421875
3763,339.3699951171875,339.7200012207031,340.0580749511719,340.09808349609375
3733,339.3699951171875,339.7200012207031,340.06414794921875,340.1041564941406
3885,339.3699951171875,339.8002014160156,340.0602111816406,340.1002197265625
3490,339.3699951171875,339.7200012207031,340.07696533203125,340.1169738769531
3482,339.3699951171875,339.7200012207031,340.0770263671875,340.1170349121094
3040,339.4440002441406,339.7939758300781,340.0539855957031,340.093994140625
3734,339.3699951171875,339.7200012207031,340.0692443847656,340.1092529296875
464,339.4317932128906,339.7817687988281,340.0417785644531,340.081787109375
3035,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3293,339.3699951171875,339.84332275390625,340.1025085449219,340.14251708984375
3329,339.3699951171875,339.8421630859375,340.10162353515625,340.1416320800781
465,339.41131591796875,339.76129150390625,340.0299987792969,340.0613098144531
3039,339.4512634277344,339.8012390136719,340.0612487792969,340.10125732421875
3084,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
466,339.438232421875,339.7882080078125,340.0482177734375,340.0882263183594
467,339.443359375,339.7933349609375,340.0533447265625,340.0933532714844
3781,339.3699951171875,339.7200012207031,340.1095275878906,340.1495361328125
3262,339.3699951171875,339.8592529296875,340.11444091796875,340.1544494628906
3043,339.3699951171875,339.7200012207031,340.0826721191406,340.1226806640625
3089,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2965,339.3699951171875,339.7200012207031,340.0927429199219,340.13275146484375
3370,339.3699951171875,339.873291015625,340.1249694824219,340.16497802734375
468,339.4488525390625,339.798828125,340.058837890625,340.0988464355469
3522,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3484,339.3699951171875,339.86895751953125,340.1217346191406,340.1617431640625
3486,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3292,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3261,339.3699951171875,339.7200012207031,340.1293640136719,340.16937255859375
3463,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3783,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2907,339.4989929199219,339.8489990234375,340.1067810058594,340.14678955078125
3881,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3821,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3041,339.4653015136719,339.8153076171875,340.0753173828125,340.1153259277344
3453,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2950,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3485,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3708,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3291,339.3699951171875,339.7200012207031,340.1481628417969,340.18817138671875
3219,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3523,339.3699951171875,339.7200012207031,339.9800109863281,340.18218994140625
3751,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3452,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3182,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2964,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3266,339.3699951171875,339.7200012207031,340.1656799316406,340.2056579589844
3328,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3052,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3327,339.3699951171875,339.7200012207031,340.1572570800781,340.1972351074219
3326,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3049,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3488,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3489,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3223,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3640,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3483,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3296,339.3699951171875,339.90618896484375,340.1649475097656,340.2049255371094
3260,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3694,339.507568359375,339.8575744628906,340.1131896972656,340.1531982421875
3695,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3229,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3295,339.3699951171875,339.7200012207031,340.171142578125,340.21112060546875
3645,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3265,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3487,339.3699951171875,339.7200012207031,340.1819152832031,340.2218933105469
3696,339.3699951171875,339.89947509765625,340.1559753417969,340.1959533691406
3519,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3732,339.54315185546875,339.8931579589844,340.1475524902344,340.1875305175781
3324,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3323,339.3699951171875,339.7200012207031,340.168701171875,340.20867919921875
3259,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3178,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3521,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3518,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3693,339.3699951171875,339.7200012207031,340.1864929199219,340.2264709472656
3691,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3692,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
469,339.3699951171875,339.7200012207031,340.0916442871094,340.13165283203125
470,339.4608459472656,339.81085205078125,340.07086181640625,340.1108703613281
3436,339.3699951171875,339.7200012207031,340.1813049316406,340.2212829589844
3475,339.3699951171875,339.9122314453125,340.17169189453125,340.211669921875
3690,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3294,339.3699951171875,339.7200012207031,340.2041931152344,340.2441711425781
3520,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3689,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3474,339.3699951171875,339.7200012207031,340.17462158203125,340.214599609375
3407,339.3699951171875,339.7200012207031,340.20989990234375,340.2498779296875
3047,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3325,339.3699951171875,339.7200012207031,340.1871337890625,340.22711181640625
3244,339.3699951171875,339.92169189453125,340.1788024902344,340.2187805175781
3285,339.3699951171875,339.9269714355469,340.1827392578125,340.22271728515625
3600,339.55853271484375,339.9085388183594,340.1680603027344,340.2080383300781
3222,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3454,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3476,339.564697265625,339.9147033691406,340.1735534667969,340.2135314941406
3166,339.3699951171875,339.7200012207031,340.19866943359375,340.2386474609375
3479,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3286,339.3699951171875,339.9358215332031,340.18939208984375,340.2293701171875
3281,339.5750427246094,339.925048828125,340.1813049316406,340.2212829589844
3831,339.3699951171875,339.9505615234375,340.2005615234375,340.24053955078125
3282,339.3699951171875,339.9342956542969,340.188232421875,340.22821044921875
3746,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3374,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3477,339.3699951171875,339.7200012207031,340.1941833496094,340.2341613769531
3284,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3283,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3287,339.3699951171875,339.7200012207031,340.2003479003906,340.2403259277344
3481,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3290,339.3699951171875,339.7200012207031,340.23431396484375,340.2814636230469
3744,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3606,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3288,339.3699951171875,339.7200012207031,340.20758056640625,340.24755859375
3450,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3480,339.3699951171875,339.7200012207031,340.2218017578125,340.2627258300781
3234,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2993,339.3699951171875,339.97332763671875,340.22662353515625,340.26995849609375
3289,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3639,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3228,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3745,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3478,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3447,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3517,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3322,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
472,339.6240539550781,339.9720153808594,340.22406005859375,340.2660827636719
471,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2996,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3161,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2958,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3280,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3257,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3159,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2962,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3739,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3688,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3687,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2959,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3473,339.3699951171875,339.7200012207031,340.3119201660156,340.3619384765625
2960,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3686,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3184,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3638,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3254,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3411,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3278,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3472,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3525,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3037,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3709,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3524,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3321,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2947,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3373,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3730,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3160,339.3699951171875,339.7200012207031,340.3658142089844,340.40936279296875
3000,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3467,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3710,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3516,339.3699951171875,340.1195983886719,340.3695983886719,340.4122009277344
3245,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3466,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2954,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3685,339.3699951171875,340.1294860839844,340.3794860839844,340.41961669921875
2995,339.3699951171875,339.7200012207031,340.3807373046875,340.42095947265625
3001,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3319,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3279,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3221,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3158,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3317,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2955,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2953,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3320,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3408,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2926,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3098,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2925,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3094,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3318,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3093,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2952,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2946,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3515,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3315,339.3699951171875,339.7200012207031,340.4266052246094,340.4732971191406
3918,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3181,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3514,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3333,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2994,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3468,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3316,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3314,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3332,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3930,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2957,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3471,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3684,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3051,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3909,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
2951,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3470,339.3699951171875,339.7200012207031,339.9800109863281,340.0199890136719
3277,339.3699951171875,339.7200012207031,340.4867248535156,340.5267028808594
